source_type,number,author,title,year,source_report,primary_batch,secondary_batches,status,structure_verification,source_verification,content_verification,verification_reason,validation_issues,enhanced_reports,master_number,note
book,0084,Craig Clunas,Superfluous Things Material Culture and Social Status in Early Modern China,待核定,01-book-report/0084 - Craig Clunas：《Superfluous Things Material Culture and Social Status in Early Modern China》.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0085,"Crane, Walter","The Bases of Design, 1898",1898,"01-book-report/0085 - Crane, Walter：The Bases of Design, 1898.深度报告.md",UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0086,"Crawford, Alan","C.R. Ashbee architect, designer romantic socialist",待核定,"01-book-report/0086 - Crawford, Alan：《C.R. Ashbee architect, designer romantic socialist》.深度报告.md",UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0087,Criticality,and Its Discontents,待核定,01-book-report/0087 - Criticality：《and Its Discontents》.深度报告.md,Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0088,待核定,"CROSS, NIGEL. From a Design Science to a Design Discipline Understanding Designe",待核定,"01-book-report/0088 - CROSS, NIGEL. From a Design Science to a Design Discipline Understanding Designe.深度报告.md",Batch 03,Batch 04、Batch 01、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0089,"Cross, Nigel; Christiaans, Henri; Dorst, Kees (eds.)","Analysing Design Activity, 1996",1996,"01-book-report/0089 - Cross, Nigel; Christiaans, Henri; Dorst, Kees (eds.)：Analysing Design Activity, 1996.深度报告.md",Batch 06,Batch 01、Batch 03,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0090,"Dabrowski, Magdalena (ed.)","Revolution：Russian Avant-Garde, 1912-1930, 1978",1978,"01-book-report/0090 - Dabrowski, Magdalena (ed.)：Revolution：Russian Avant-Garde, 1912-1930, 1978.深度报告.md",Batch 02,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0091,Dan Saffer,Designing for Interaction Creating Innovative Applications,2009,01-book-report/0091 - Dan Saffer：《Designing for Interaction Creating Innovative Applications》，2009.深度报告.md,Batch 06,Batch 01、Batch 03,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0092,Daniel Berkeley Updike,"Printing Types Their History, Forms, and Use",待核定,"01-book-report/0092 - Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》.深度报告.md",Batch 05,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0092-Daniel-Berkeley-Updike-Printing-Types-enhanced.md,,
book,0093,Daniel Kahneman,"Thinking, Fast and Slow",2011,"01-book-report/0093 - Daniel Kahneman：《Thinking, Fast and Slow》，2011.深度报告.md",Batch 04,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0094,"David Crowley, Susan E. Reid",Socialist Spaces Sites of Everyday Life in the Eastern Bloc,2002,"01-book-report/0094 - David Crowley, Susan E. Reid：《Socialist Spaces Sites of Everyday Life in the Eastern Bloc》，2002.深度报告.md",UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0095,David Crowley,Warsaw,待核定,01-book-report/0095 - David Crowley：《Warsaw》.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0096,David Raizman,History of Modern Design,2010,01-book-report/0096 - David Raizman：《History of Modern Design》.深度报告.md,Batch 04,Batch 05,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0096-David-Raizman-History-of-Modern-Design-enhanced.md,,
book,0097,David Raizman,History of Modern Design,2023,01-book-report/0097 - David Raizman：《History of Modern Design》，2023.深度报告.md,Batch 04,Batch 05,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0097-David-Raizman-History-of-Modern-Design-2023-enhanced.md,,
book,0098,Dennis P. Doordan,Design History An Anthology,待核定,01-book-report/0098 - Dennis P. Doordan：《Design History An Anthology》.深度报告.md,Batch 04,Batch 05、Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0098-Dennis-P-Doordan-Design-History-An-Anthology-enhanced.md,,
book,0099,Deposit Insurance around the World,Issues of Design and -- AslÄ± DemirgÃ1⁄4Ã§-K,待核定,01-book-report/0099 - Deposit Insurance around the World： Issues of Design and -- AslÄ± DemirgÃ1⁄4Ã§-K.深度报告.md,Batch 07,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0100,待核定,"Design and Creativity Policy, Management and Practice (Guy Julier Liz Moor (edit",待核定,"01-book-report/0100 - Design and Creativity Policy, Management and Practice (Guy Julier Liz Moor (edit.深度报告.md",Batch 04,Batch 03、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0101,Design and the Creation of Value,John Heskett; Clive Dilnot; Suzan Boztepe --,待核定,01-book-report/0101 - Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --.深度报告.md,Batch 04,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0102,Design Anthropology in Context _ An Introduction to Design,Adam Drazin -- Lon,待核定,01-book-report/0102 - Design Anthropology in Context _ An Introduction to Design -- Adam Drazin -- Lon.深度报告.md,Batch 04,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0103,"Design discourse _ history, theory, criticism","Margolin, Victor, 1941- -- Chic",1941,"01-book-report/0103 - Design discourse _ history, theory, criticism -- Margolin, Victor, 1941- -- Chic.深度报告.md",Batch 05,Batch 01、Batch 06,N/A,ALIAS_GOVERNED,SEE_CANONICAL_RECORD,SEE_CANONICAL_RECORD,resolved alias of 0417,,03-enhanced-report/book-enhanced/0417-Victor-Margolin-Design-discourse-history-theory-criticism-enhanced.md,0417,"与0417为同一Victor Margolin编《Design Discourse: History, Theory, Criticism》语料；0103书名与作者字段倒置，并将作者生年1941误作出版年，规范记录采用作者题名较完整的0417。"
book,0104,Design Fiction_ A Method Toolbox for Design Research in a,Martin Wiedmer; Sim,待核定,01-book-report/0104 - Design Fiction_ A Method Toolbox for Design Research in a -- Martin Wiedmer; Sim.深度报告.md,Batch 03,Batch 01、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0105,Design futuring,"sustainability, ethics, and new practice -- Tony Fry -- 1, Lon",待核定,"01-book-report/0105 - Design futuring ： sustainability, ethics, and new practice -- Tony Fry -- 1, Lon.深度报告.md",Batch 07,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0105-Tony-Fry-Design-Futuring-Sustainability-Ethics-and-New-Practice-enhanced.md,,
book,0106,Design History and Culture,Methods and Approaches -- Javier Gimeno-Martínez --,待核定,01-book-report/0106 - Design History and Culture ： Methods and Approaches -- Javier Gimeno-Martínez --.深度报告.md,Batch 04,Batch 03、Batch 01、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0107,Design Research Now __ The Uneasy Relationship between,Susann Vihma; Ralf Mic,待核定,01-book-report/0107 - Design Research Now __ The Uneasy Relationship between -- Susann Vihma; Ralf Mic.深度报告.md,Batch 03,Batch 05、Batch 01、Batch 06、Batch 07,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0108,Design Research,"Methods and Perspectives (The MIT Press) -- Laurel, Brenda -- C",待核定,"01-book-report/0108 - Design Research： Methods and Perspectives (The MIT Press) -- Laurel, Brenda -- C.深度报告.md",Batch 03,Batch 04、Batch 01、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0109,"Design, Empathy, Interpretation","Toward Interpretive Design -- Koskinen, Ilpo_ -",待核定,"01-book-report/0109 - Design, Empathy, Interpretation： Toward Interpretive Design -- Koskinen, Ilpo_ -.深度报告.md",Batch 06,Batch 01、Batch 03,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0110,"Design, History and Time _ New Temporalities in a Digital","Hendon, Zoë (editor",待核定,"01-book-report/0110 - Design, History and Time _ New Temporalities in a Digital -- Hendon, Zoë (editor.深度报告.md",Batch 06,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0110-Zoe-Hendon-Design-History-and-Time-New-Temporalities-in-a-Digital-Age-enhanced.md,,
book,0111,待核定,Designing Interactions,待核定,01-book-report/0111 - Designing Interactions.深度报告.md,Batch 06,Batch 04,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0111-Bill-Moggridge-Designing-Interactions-enhanced.md,,
book,0112,Designing Mobile Interfaces _ Patterns for Interaction,"Hoober, Steven; Berkma",待核定,"01-book-report/0112 - Designing Mobile Interfaces _ Patterns for Interaction -- Hoober, Steven; Berkma.深度报告.md",Batch 06,Batch 05,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0112-Steven-Hoober-Eric-Berkman-Designing-Mobile-Interfaces-enhanced.md,,
book,0113,Dewey and Design,A Pragmatist Perspective for Design -- Brian S_ Dixon -- Desig,待核定,01-book-report/0113 - Dewey and Design： A Pragmatist Perspective for Design -- Brian S_ Dixon -- Desig.深度报告.md,Batch 06,Batch 03、Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0113-Brian-S-Dixon-Dewey-and-Design-A-Pragmatist-Perspective-for-Design-enhanced.md,,
book,0114,Deyan Sudjic,"B is for Bauhaus, Y is for YouTube Designing the Modern World from A to Z",待核定,"01-book-report/0114 - Deyan Sudjic：《B is for Bauhaus, Y is for YouTube Designing the Modern World from A to Z》.深度报告.md",Batch 02,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0114-Deyan-Sudjic-B-is-for-Bauhaus-Y-is-for-YouTube-enhanced.md,,
book,0115,Deyan Sudjic,The Language of Things Understanding the World of Desirable Objects,2008,01-book-report/0115 - Deyan Sudjic：《The Language of Things Understanding the World of Desirable Objects》，2008.深度报告.md,Batch 04,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0115-Deyan-Sudjic-The-Language-of-Things-enhanced.md,,
book,0116,Dickerman,"Dada Zurich, Berlin, Hannover, Cologne, New York, Paris",待核定,"01-book-report/0116 - Dickerman：《Dada Zurich, Berlin, Hannover, Cologne, New York, Paris》.深度报告.md",Batch 02,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0116-Dickerman-Dada-Zurich-Berlin-Hannover-Cologne-New-York-Paris-enhanced.md,,
book,0117,Digital Design Theory_ Readings from the Field (Design,"Armstrong, Helen -- De",待核定,"01-book-report/0117 - Digital Design Theory_ Readings from the Field (Design -- Armstrong, Helen -- De.深度报告.md",Batch 06,Batch 05、Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0117-Helen-Armstrong-Digital-Design-Theory-Readings-from-the-Field-enhanced.md,,
book,0118,Digital Materialities,Design and Anthropology -- Sarah Pink; Elisenda Ardèvol;,待核定,01-book-report/0118 - Digital Materialities ： Design and Anthropology -- Sarah Pink; Elisenda Ardèvol;.深度报告.md,Batch 06,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0118-Sarah-Pink-Elisenda-Ardevol-Debora-Lanzeni-Digital-Materialities-enhanced.md,,
book,0119,待核定,"DILLON, ANDREW. Beyond Usability Process, Outcome and Affect in Human Computer Interaction",待核定,"01-book-report/0119 - DILLON, ANDREW. Beyond Usability Process, Outcome and Affect in Human Computer Interaction.深度报告.md",Batch 06,Batch 04,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0119-Andrew-Dillon-Beyond-Usability-Process-Outcome-and-Affect-in-HCI-enhanced.md,,
book,0120,Don Norman,The Design of Future Things,待核定,01-book-report/0120 - Don Norman：《The Design of Future Things》.深度报告.md,Batch 06,Batch 07,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0120-Don-Norman-The-Design-of-Future-Things-enhanced.md,,
book,0121,Donald A. Norman,Emotional Design Why We Love (Or Hate) Everyday Things,待核定,01-book-report/0121 - Donald A. Norman：《Emotional Design Why We Love (Or Hate) Everyday Things》.深度报告.md,Batch 06,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0121-Donald-A-Norman-Emotional-Design-enhanced.md,,
book,0122,Donald A. Norman,The Design of Everyday Things,待核定,01-book-report/0122 - Donald A. Norman：《The Design of Everyday Things》.深度报告.md,Batch 06,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0122-Donald-Norman-The-Design-of-Everyday-Things-enhanced.md,,
book,0123,Donald A. Schön,The Reflective Practitioner How Professionals Think In Action,待核定,01-book-report/0123 - Donald A. Schön：《The Reflective Practitioner How Professionals Think In Action》.深度报告.md,Batch 03,Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0123-Donald-Schon-The-Reflective-Practitioner-How-Professionals-Think-In-Action-enhanced.md,,
book,0124,Donald A_ Schon,The Reflective Practitioner，1983,1983,01-book-report/0124 - Donald A_ Schon：《The Reflective Practitioner，1983》.深度报告.md,Batch 03,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0125,Donald Quataert,Ottoman Manufacturing in the Age of the Industrial Revolution,待核定,01-book-report/0125 - Donald Quataert：《Ottoman Manufacturing in the Age of the Industrial Revolution》.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0126,Donna J. Haraway,Staying with the Trouble Making Kin in the Chthulucene,2016,01-book-report/0126 - Donna J. Haraway：《Staying with the Trouble Making Kin in the Chthulucene》，2016.深度报告.md,Batch 07,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0127,Dr Maxine Berg,"The Age of Manufactures, 1700-1820 - Industry, Innovation and Work in Britain",1820,"01-book-report/0127 - Dr Maxine Berg：《The Age of Manufactures, 1700-1820 - Industry, Innovation and Work in Britain》.深度报告.md",Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0128,E. P. Thompson,William Morris romantic to revolutionary,待核定,01-book-report/0128 - E. P. Thompson：《William Morris romantic to revolutionary》.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0129,E.H. Gombrich,The Story of Art,1950,01-book-report/0129 - E.H. Gombrich：《The Story of Art》，1950.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0130,"Edgar Kaufmann, Jr",Nineteenth-Century Design,待核定,"01-book-report/0130 - Edgar Kaufmann, Jr：《Nineteenth-Century Design》.深度报告.md",Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0131,Edward R. Tufte,The Visual Display of Quantitative Information,1983,01-book-report/0131 - Edward R. Tufte：《The Visual Display of Quantitative Information》，1983.深度报告.md,Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0132,Edward Rolf Tufte,"Visual Explanations Images and Quantities, Evidence and Narrative",待核定,"01-book-report/0132 - Edward Rolf Tufte：《Visual Explanations Images and Quantities, Evidence and Narrative》.深度报告.md",Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0133,"Edward Steinfeld, Jordana Maisel",Universal Design Creating Inclusive Environments,2012,"01-book-report/0133 - Edward Steinfeld, Jordana Maisel：《Universal Design Creating Inclusive Environments》，2012.深度报告.md",Batch 07,Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0133-Edward-Steinfeld-Jordana-Maisel-Universal-Design-Creating-Inclusive-Environments-enhanced.md,,
